Pickup Branch,Commune EN,Commune Khmer,Phone,Branch Code,Branch EN,Branch Khmer,Type,Status,Search Text
ODDS002,Anlung Veaeng,Anlung Veaeng,,ODD,Otdar Meanchey,Otdar Meanchey,Post office,In effect,ODDS002 | Anlung Veaeng | Anlung Veaeng | ODD | Otdar Meanchey | Otdar Meanchey
ODDTEST,Otdar Meanchey,Otdar Meanchey,,ODD,Otdar Meanchey,Otdar Meanchey,Post office,Out of effect,ODDTEST | Otdar Meanchey | Otdar Meanchey | ODD | Otdar Meanchey | Otdar Meanchey
PNPA001,Prey Sa,Prey Sa,,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA001 | Prey Sa | Prey Sa | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA002,Oulampik 01,Oulampik 01,066659268,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA002 | Oulampik 01 | Oulampik 01 | 066659268 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA003,Tuek Thla 01,Tuek Thla 01,0312244786,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA003 | Tuek Thla 01 | Tuek Thla 01 | 0312244786 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA004,Chaom Chau Ti Pir,Chaom Chau Ti Pir,,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA004 | Chaom Chau Ti Pir | Chaom Chau Ti Pir | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA005,Trapeang Thloeng 4,Trapeang Thloeng 4,068456594,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA005 | Trapeang Thloeng 4 | Trapeang Thloeng 4 | 068456594 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA006,Kakab Ti Pir,Kakab Ti Pir,0883794940,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA006 | Kakab Ti Pir | Kakab Ti Pir | 0883794940 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA007,Dangkao,Dangkao,067588896,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA007 | Dangkao | Dangkao | 067588896 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA008,Stueng Mean Chey Ti Bei,Stueng Mean Chey Ti Bei,0975702255,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA008 | Stueng Mean Chey Ti Bei | Stueng Mean Chey Ti Bei | 0975702255 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA013,Kamboul,Kamboul,0883777126,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA013 | Kamboul | Kamboul | 0883777126 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA016,Angk Snuol,Angk Snuol,0883999617,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA016 | Angk Snuol | Angk Snuol | 0883999617 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA017,SOMOL MONORITH,SOMOL MONORITH,090614747,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA017 | SOMOL MONORITH | SOMOL MONORITH | 090614747 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA019,Ta Nuon,Ta Nuon,090614747,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA019 | Ta Nuon | Ta Nuon | 090614747 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA020,Tuol Svay Prey Ti Pir,Tuol Svay Prey Ti Pir,0888888086,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA020 | Tuol Svay Prey Ti Pir | Tuol Svay Prey Ti Pir | 0888888086 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA022,Tien,Tien,0886939168,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA022 | Tien | Tien | 0886939168 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA023,Chaom Chau Ti Pir,Chaom Chau Ti Pir,0883338139,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA023 | Chaom Chau Ti Pir | Chaom Chau Ti Pir | 0883338139 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA024,Kakab Ti Muoy,Kakab Ti Muoy,068888127,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA024 | Kakab Ti Muoy | Kakab Ti Muoy | 068888127 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA025,Chaom Chau Ti Muoy 01,Chaom Chau Ti Muoy 01,0889855597,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA025 | Chaom Chau Ti Muoy 01 | Chaom Chau Ti Muoy 01 | 0889855597 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA026,Stueng Mean Chey Ti Muoy,Stueng Mean Chey Ti Muoy,0713440004,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA026 | Stueng Mean Chey Ti Muoy | Stueng Mean Chey Ti Muoy | 0713440004 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA027,Boeng Tumpun Ti Pir,Boeng Tumpun Ti Pir,0972797979,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA027 | Boeng Tumpun Ti Pir | Boeng Tumpun Ti Pir | 0972797979 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA028,Chaom Chau Ti Muoy 02,Chaom Chau Ti Muoy 02,0973004449,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA028 | Chaom Chau Ti Muoy 02 | Chaom Chau Ti Muoy 02 | 0973004449 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA029,Stueng Mean Chey Ti Pir,Stueng Mean Chey Ti Pir,0719226226,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA029 | Stueng Mean Chey Ti Pir | Stueng Mean Chey Ti Pir | 0719226226 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA030,Stueng Mean Chey Ti Muoy,Stueng Mean Chey Ti Muoy,068997172,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA030 | Stueng Mean Chey Ti Muoy | Stueng Mean Chey Ti Muoy | 068997172 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA031,Dangkao 01,Dangkao 01,0978287070,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA031 | Dangkao 01 | Dangkao 01 | 0978287070 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA032,Spean Thma,Spean Thma,0882212222,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA032 | Spean Thma | Spean Thma | 0882212222 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA033,Cheung Aek,Cheung Aek,0889179899,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA033 | Cheung Aek | Cheung Aek | 0889179899 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA034,Dangkao 02,Dangkao 02,0889501199,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA034 | Dangkao 02 | Dangkao 02 | 0889501199 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA035,Ruessei Kaev 01,Ruessei Kaev 01,0978252064,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA035 | Ruessei Kaev 01 | Ruessei Kaev 01 | 0978252064 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA036,Phsar Daeum Kor,Phsar Daeum Kor,067444429,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA036 | Phsar Daeum Kor | Phsar Daeum Kor | 067444429 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA037,Ruessei Kaev 02,Ruessei Kaev 02,0977779525,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA037 | Ruessei Kaev 02 | Ruessei Kaev 02 | 0977779525 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA038,Kouk Khleang,Kouk Khleang,0884006677,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA038 | Kouk Khleang | Kouk Khleang | 0884006677 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA039,Phnum Penh Thmei,Phnum Penh Thmei,0885712259,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA039 | Phnum Penh Thmei | Phnum Penh Thmei | 0885712259 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA040,Tuek Thla 02,Tuek Thla 02,0973333018,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA040 | Tuek Thla 02 | Tuek Thla 02 | 0973333018 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA041,Oulampik 02,Oulampik 02,0976606888,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA041 | Oulampik 02 | Oulampik 02 | 0976606888 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA043,Preaek Pra,Preaek Pra,067426467,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA043 | Preaek Pra | Preaek Pra | 067426467 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA044,Phsar Chas,Phsar Chas,0883633319,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA044 | Phsar Chas | Phsar Chas | 0883633319 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA045,Boeng Proluet,Boeng Proluet,0976333853,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA045 | Boeng Proluet | Boeng Proluet | 0976333853 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA046,Chaom Chau Ti Bei 01,Chaom Chau Ti Bei 01,066782866,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA046 | Chaom Chau Ti Bei 01 | Chaom Chau Ti Bei 01 | 066782866 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA047,Phsar Thmei Ti Bei,Phsar Thmei Ti Bei,0886785800,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA047 | Phsar Thmei Ti Bei | Phsar Thmei Ti Bei | 0886785800 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA048,Chrang Chamreh Ti Pir,Chrang Chamreh Ti Pir,0714224400,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA048 | Chrang Chamreh Ti Pir | Chrang Chamreh Ti Pir | 0714224400 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA051,Tuek L'ak Ti Bei,Tuek L'ak Ti Bei,066841666,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA051 | Tuek L'ak Ti Bei | Tuek L'ak Ti Bei | 066841666 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA052,Chak Angrae Kraom,Chak Angrae Kraom,0717102101,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA052 | Chak Angrae Kraom | Chak Angrae Kraom | 0717102101 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA055,Boeng Tumpun Ti Muoy,Boeng Tumpun Ti Muoy,0972888509,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA055 | Boeng Tumpun Ti Muoy | Boeng Tumpun Ti Muoy | 0972888509 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA059,Phsar Toch,Phsar Toch,0979994030,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA059 | Phsar Toch | Phsar Toch | 0979994030 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA060,Phsar Thmei Ti Muoy,Phsar Thmei Ti Muoy,0713537070,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA060 | Phsar Thmei Ti Muoy | Phsar Thmei Ti Muoy | 0713537070 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA064,Prey Pring Khang Tboung 2,Prey Pring Khang Tboung 2,0976639839,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA064 | Prey Pring Khang Tboung 2 | Prey Pring Khang Tboung 2 | 0976639839 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA069,Ou Baek K am,Ou Baek K am,068389888,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA069 | Ou Baek K am | Ou Baek K am | 068389888 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA070,Nirouth,Nirouth,068362286,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA070 | Nirouth | Nirouth | 068362286 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA071,Chong Khsach,Chong Khsach,015604030,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA071 | Chong Khsach | Chong Khsach | 015604030 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA072,Phsar Toch,Phsar Toch,089966655,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA072 | Phsar Toch | Phsar Toch | 089966655 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA073,Phsar Depou Ti Pir Phum 2,Phsar Depou Ti Pir Phum 2,060243536,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA073 | Phsar Depou Ti Pir Phum 2 | Phsar Depou Ti Pir Phum 2 | 060243536 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA074,Tuek Thla,Tuek Thla,066366789,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA074 | Tuek Thla | Tuek Thla | 066366789 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA079,Kab Phluk,Kab Phluk,0975203928,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA079 | Kab Phluk | Kab Phluk | 0975203928 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA080,Phleung Chheh Roteh,Phleung Chheh Roteh,,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA080 | Phleung Chheh Roteh | Phleung Chheh Roteh | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA081,Phsar Thmei Ti Bei Phum 3,Phsar Thmei Ti Bei Phum 3,0979700868,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA081 | Phsar Thmei Ti Bei Phum 3 | Phsar Thmei Ti Bei Phum 3 | 0979700868 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA087,Boeng Tumpun Ti Muoy,Boeng Tumpun Ti Muoy,060673337,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA087 | Boeng Tumpun Ti Muoy | Boeng Tumpun Ti Muoy | 060673337 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA088,Chaom Chau Ti Bei 02,Chaom Chau Ti Bei 02,066778278,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA088 | Chaom Chau Ti Bei 02 | Chaom Chau Ti Bei 02 | 066778278 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA091,Chaom Chau 2 Phum 1,Chaom Chau 2 Phum 1,0882597401,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA091 | Chaom Chau 2 Phum 1 | Chaom Chau 2 Phum 1 | 0882597401 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA095,Wat Nirouth,Wat Nirouth,0316888165,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA095 | Wat Nirouth | Wat Nirouth | 0316888165 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA096,Tuek L ak Ti Bei Phum 2,Tuek L ak Ti Bei Phum 2,0973366376,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA096 | Tuek L ak Ti Bei Phum 2 | Tuek L ak Ti Bei Phum 2 | 0973366376 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPA100,Boeng Tumpun 1 Phum 1,Boeng Tumpun 1 Phum 1,0889202999,PNP,Phnom Penh Branch,Phnom Penh Branch,Authorized Dealer/ Authorized Agent,In effect,PNPA100 | Boeng Tumpun 1 Phum 1 | Boeng Tumpun 1 Phum 1 | 0889202999 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP001,Chamkar Mon,Chamkar Mon,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP001 | Chamkar Mon | Chamkar Mon | 0886479090 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP002,Mean Chey 01,Mean Chey 01,0713951242,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP002 | Mean Chey 01 | Mean Chey 01 | 0713951242 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP003,Mean Chey 02,Mean Chey 02,0315500998,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP003 | Mean Chey 02 | Mean Chey 02 | 0315500998 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP004,Preaek Pnov,Preaek Pnov,0717674227,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP004 | Preaek Pnov | Preaek Pnov | 0717674227 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP005,Chbar Ampov,Chbar Ampov,0975582123,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP005 | Chbar Ampov | Chbar Ampov | 0975582123 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP006,Tuol Kouk,Tuol Kouk,068999330,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP006 | Tuol Kouk | Tuol Kouk | 068999330 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP007,Boeng Keng Kang,Boeng Keng Kang,0977681433,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP007 | Boeng Keng Kang | Boeng Keng Kang | 0977681433 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP008,Pou Saen Chey 01,Pou Saen Chey 01,0977872172,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP008 | Pou Saen Chey 01 | Pou Saen Chey 01 | 0977872172 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP009,Pou Saen Chey 02,Pou Saen Chey 02,0712265139,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP009 | Pou Saen Chey 02 | Pou Saen Chey 02 | 0712265139 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP010,Chraoy Chongvar,Chraoy Chongvar,068288779,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP010 | Chraoy Chongvar | Chraoy Chongvar | 068288779 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP011,Dangkao,Dangkao,0883331768,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP011 | Dangkao | Dangkao | 0883331768 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP012,Kamboul,Kamboul,,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP012 | Kamboul | Kamboul | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP013,Saen Sokh,Saen Sokh,0889432820,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP013 | Saen Sokh | Saen Sokh | 0889432820 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPP014,Doun Penh,Doun Penh,0888985557,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPP014 | Doun Penh | Doun Penh | 0888985557 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPS001,Phsar Thmei Ti Muoy,Phsar Thmei Ti Muoy,,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPS001 | Phsar Thmei Ti Muoy | Phsar Thmei Ti Muoy | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPS002,Boeng Kak Ti Pir,Boeng Kak Ti Pir,,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPS002 | Boeng Kak Ti Pir | Boeng Kak Ti Pir | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPS003,Nirouth,Nirouth,,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPS003 | Nirouth | Nirouth | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPS004,Tuek Thla,Tuek Thla,,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPS004 | Tuek Thla | Tuek Thla | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPS005,Chaom Chau Ti Muoy 01,Chaom Chau Ti Muoy 01,,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPS005 | Chaom Chau Ti Muoy 01 | Chaom Chau Ti Muoy 01 | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPS006,Srah Chak,Srah Chak,,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPS006 | Srah Chak | Srah Chak | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPS007,Tuol Svay Prey Ti Pir,Tuol Svay Prey Ti Pir,,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPS007 | Tuol Svay Prey Ti Pir | Tuol Svay Prey Ti Pir | PNP | Phnom Penh Branch | Phnom Penh Branch
PNPS008,Chaom Chau Ti Muoy 02,Chaom Chau Ti Muoy 02,,PNP,Phnom Penh Branch,Phnom Penh Branch,Post office,In effect,PNPS008 | Chaom Chau Ti Muoy 02 | Chaom Chau Ti Muoy 02 | PNP | Phnom Penh Branch | Phnom Penh Branch
PREA001,Prey Pnov 01,Prey Pnov 01,0888814399,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA001 | Prey Pnov 01 | Prey Pnov 01 | 0888814399 | PRE | Prey Veng | Prey Veng
PREA002,Prey Kanlaong,Prey Kanlaong,0888864046,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA002 | Prey Kanlaong | Prey Kanlaong | 0888864046 | PRE | Prey Veng | Prey Veng
PREA003,Svay Antor 01,Svay Antor 01,0888881669,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA003 | Svay Antor 01 | Svay Antor 01 | 0888881669 | PRE | Prey Veng | Prey Veng
PREA004,Svay Antor 02,Svay Antor 02,0977610036,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA004 | Svay Antor 02 | Svay Antor 02 | 0977610036 | PRE | Prey Veng | Prey Veng
PREA005,Preaek Ta Sar,Preaek Ta Sar,0718880188,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA005 | Preaek Ta Sar | Preaek Ta Sar | 0718880188 | PRE | Prey Veng | Prey Veng
PREA006,Prey Daeum Thnoeng,Prey Daeum Thnoeng,0975161696,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA006 | Prey Daeum Thnoeng | Prey Daeum Thnoeng | 0975161696 | PRE | Prey Veng | Prey Veng
PREA007,Roka,Roka,0887923737,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA007 | Roka | Roka | 0887923737 | PRE | Prey Veng | Prey Veng
PREA008,Prey Pnov 02,Prey Pnov 02,068663933,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA008 | Prey Pnov 02 | Prey Pnov 02 | 068663933 | PRE | Prey Veng | Prey Veng
PREA009,Smaong Khang Cheung,Smaong Khang Cheung,0717764777,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA009 | Smaong Khang Cheung | Smaong Khang Cheung | 0717764777 | PRE | Prey Veng | Prey Veng
PREA010,Tnaot,Tnaot,0716638822,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA010 | Tnaot | Tnaot | 0716638822 | PRE | Prey Veng | Prey Veng
PREA011,Kranhung,Kranhung,0979227625,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA011 | Kranhung | Kranhung | 0979227625 | PRE | Prey Veng | Prey Veng
PREA012,Chres 01,Chres 01,0713644302,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA012 | Chres 01 | Chres 01 | 0713644302 | PRE | Prey Veng | Prey Veng
PREA013,Prasat,Prasat,0314262232,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA013 | Prasat | Prasat | 0314262232 | PRE | Prey Veng | Prey Veng
PREA014,Angkor Sar,Angkor Sar,0887732183,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA014 | Angkor Sar | Angkor Sar | 0887732183 | PRE | Prey Veng | Prey Veng
PREA015,Banteay Chakrei 01,Banteay Chakrei 01,090348958,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA015 | Banteay Chakrei 01 | Banteay Chakrei 01 | 090348958 | PRE | Prey Veng | Prey Veng
PREA016,Boeng Preah,Boeng Preah,0716909494,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA016 | Boeng Preah | Boeng Preah | 0716909494 | PRE | Prey Veng | Prey Veng
PREA017,Preaek Khsay Kha,Preaek Khsay Kha,090236222,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA017 | Preaek Khsay Kha | Preaek Khsay Kha | 090236222 | PRE | Prey Veng | Prey Veng
PREA018,Prey Totueng,Prey Totueng,0978381594,PRE,Prey Veng,Prey Veng,Authorized Dealer/ Authorized Agent,In effect,PREA018 | Prey Totueng | Prey Totueng | 0978381594 | PRE | Prey Veng | Prey Veng
